machine_id,statut,temperature_C,pression_bar,vitesse_rpm,conso_energie_kWh,nb_cycles,alerte_temp,hors_norme,temp_F,conso_par_cycle
Four_D,MARCHE,55.1,4.21,1275.0,5.24,30,False,False,131.18,0.17466666666666666
Convoyeur_A,MARCHE,62.7,4.64,1228.0,6.13,7,False,False,144.86,0.8757142857142857
Presse_B,MARCHE,48.5,3.14,1121.0,2.59,40,False,False,119.3,0.06475
Four_D,MAINTENANCE,56.2,4.37,0.0,5.75,0,False,False,133.16,
Convoyeur_A,MARCHE,42.9,4.54,1182.0,4.28,4,False,False,109.22,1.07
Convoyeur_A,MARCHE,64.4,3.97,943.0,5.12,21,False,False,147.92000000000002,0.2438095238095238
Robot_C,ARRET,54.1,4.82,0.0,0.14,0,False,False,129.38,
Four_D,ARRET,50.2,4.96,0.0,0.33,0,False,False,122.36,
Pompe_E,ARRET,44.2,3.88,0.0,0.23,0,False,False,111.56,
Pompe_E,MARCHE,48.8,4.56,1031.0,1.66,7,False,False,119.84,0.23714285714285713
Presse_B,MARCHE,65.2,4.84,1186.0,4.62,43,True,False,149.36,0.10744186046511628
Pompe_E,MARCHE,50.4,4.41,1401.0,0.37,36,False,False,122.72,0.010277777777777778
Pompe_E,MARCHE,49.8,4.3,1207.0,5.43,14,False,False,121.64,0.38785714285714284
Robot_C,MARCHE,65.2,4.38,1458.0,4.54,29,True,False,149.36,0.15655172413793103
Presse_B,ARRET,54.2,4.19,0.0,0.38,0,False,False,129.56,
Four_D,MARCHE,56.0,3.96,1028.0,2.78,42,False,False,132.8,0.06619047619047619
Robot_C,MARCHE,46.2,4.44,1312.0,3.15,2,False,False,115.16,1.575
Robot_C,MARCHE,51.4,3.96,1078.0,2.83,20,False,False,124.52,0.14150000000000001
Convoyeur_A,MARCHE,61.3,4.06,1144.0,2.52,26,False,False,142.33999999999997,0.09692307692307692
Convoyeur_A,MARCHE,70.7,4.1,1016.0,3.55,47,True,False,159.26000000000002,0.07553191489361702
Pompe_E,MARCHE,56.4,4.22,1320.0,3.58,13,False,False,133.51999999999998,0.2753846153846154
Presse_B,ARRET,69.2,4.33,0.0,0.34,0,True,False,156.56,
Robot_C,MARCHE,48.7,4.14,1057.0,1.57,24,False,False,119.66,0.06541666666666666
Pompe_E,MARCHE,56.6,4.79,1234.0,3.59,24,False,False,133.88,0.14958333333333332
Convoyeur_A,MARCHE,48.0,3.11,1141.0,3.14,35,False,False,118.4,0.08971428571428572
Presse_B,MARCHE,72.4,4.94,1498.0,1.67,25,True,False,162.32,0.0668
Presse_B,MARCHE,45.9,3.16,1197.0,2.76,47,False,False,114.61999999999999,0.05872340425531915
Four_D,ARRET,44.9,4.29,0.0,0.39,0,False,False,112.82,
Robot_C,ARRET,50.4,4.58,0.0,0.35,0,False,False,122.72,
Convoyeur_A,MARCHE,47.2,3.33,1593.0,2.98,25,False,False,116.96000000000001,0.1192
Four_D,MARCHE,59.0,3.39,1207.0,3.81,37,False,False,138.2,0.10297297297297298
Pompe_E,MARCHE,47.8,4.1,1272.0,1.42,9,False,False,118.03999999999999,0.15777777777777777
Pompe_E,MARCHE,64.9,3.9,1314.0,4.83,10,False,False,148.82,0.483
Robot_C,MARCHE,61.2,4.28,1213.0,4.09,28,False,False,142.16000000000003,0.14607142857142857
Robot_C,ARRET,,3.96,0.0,0.26,0,False,False,,
Pompe_E,MARCHE,60.2,3.55,1159.0,4.23,41,False,False,140.36,0.10317073170731708
Convoyeur_A,MARCHE,,4.0,1238.0,4.47,32,False,False,,0.1396875
Convoyeur_A,MARCHE,53.1,4.61,1334.0,3.61,38,False,False,127.58000000000001,0.095
Robot_C,MARCHE,64.7,3.76,1068.0,4.12,46,False,False,148.46,0.08956521739130435
Pompe_E,MARCHE,58.8,4.99,1346.0,4.36,32,False,False,137.83999999999997,0.13625
Four_D,MARCHE,58.8,4.37,1356.0,2.89,30,False,False,137.83999999999997,0.09633333333333334
Four_D,MARCHE,55.4,5.45,1047.0,7.07,3,False,True,131.72,2.356666666666667
Four_D,ARRET,55.2,4.13,0.0,0.47,0,False,False,131.36,
Robot_C,MARCHE,59.1,3.31,1424.0,4.29,11,False,False,138.38,0.39
Presse_B,MARCHE,54.6,5.42,1219.0,3.63,3,False,True,130.28,1.21
Pompe_E,ALARME,60.8,3.8,0.0,0.35,0,False,False,141.44,
Four_D,MARCHE,50.0,3.95,1263.0,3.03,0,False,False,122.0,
Robot_C,MARCHE,50.3,4.13,1361.0,2.8,25,False,False,122.53999999999999,0.11199999999999999
Convoyeur_A,MARCHE,63.4,4.08,1190.0,4.47,26,False,False,146.12,0.1719230769230769
Presse_B,ALARME,51.5,4.24,0.0,0.28,0,False,False,124.7,
Convoyeur_A,MARCHE,57.5,4.6,1176.0,4.8,21,False,False,135.5,0.22857142857142856
Presse_B,MARCHE,40.2,3.69,1278.0,2.54,39,False,False,104.36,0.06512820512820514
Convoyeur_A,MARCHE,53.7,3.76,958.0,5.12,31,False,False,128.66,0.16516129032258065
Pompe_E,MARCHE,52.4,4.74,1141.0,1.52,46,False,False,126.32,0.03304347826086956
Presse_B,MARCHE,60.6,3.16,1014.0,2.09,0,False,False,141.07999999999998,
Pompe_E,MARCHE,56.6,3.79,1338.0,3.58,32,False,False,133.88,0.111875
Four_D,ARRET,62.6,4.07,0.0,0.4,0,False,False,144.68,
Convoyeur_A,MARCHE,60.8,3.64,1121.0,4.09,32,False,False,141.44,0.1278125
Four_D,MARCHE,53.1,4.01,1307.0,4.03,42,False,False,127.58000000000001,0.09595238095238096
Four_D,ALARME,52.8,3.67,0.0,0.24,0,False,False,127.03999999999999,
Presse_B,MARCHE,52.9,4.36,1012.0,4.61,46,False,False,127.22,0.10021739130434783
Pompe_E,MARCHE,53.5,3.85,989.0,1.63,4,False,False,128.3,0.4075
Pompe_E,MARCHE,59.8,3.16,1454.0,3.75,21,False,False,139.64,0.17857142857142858
Four_D,MARCHE,54.2,4.18,1365.0,3.64,16,False,False,129.56,0.2275
Presse_B,MARCHE,56.2,4.35,943.0,1.88,21,False,False,133.16,0.08952380952380952
Robot_C,MARCHE,60.9,4.75,1373.0,3.64,41,False,False,141.62,0.08878048780487806
Four_D,MARCHE,65.5,4.13,1098.0,5.67,41,True,False,149.9,0.13829268292682928
Pompe_E,MARCHE,54.8,4.66,1063.0,4.35,6,False,False,130.64,0.725
Presse_B,ALARME,44.3,3.28,0.0,0.17,0,False,False,111.74,
Presse_B,MARCHE,58.0,4.14,1166.0,4.95,35,False,False,136.4,0.14142857142857143
Convoyeur_A,MARCHE,59.3,4.27,1278.0,3.36,21,False,False,138.73999999999998,0.16
Pompe_E,MARCHE,57.4,3.34,1243.0,3.16,16,False,False,135.32,0.1975
Robot_C,MARCHE,64.2,3.85,1195.0,5.62,42,False,False,147.56,0.13380952380952382
Presse_B,MARCHE,62.9,3.9,1233.0,5.84,11,False,False,145.22,0.5309090909090909
Robot_C,MARCHE,59.5,4.74,1325.0,4.05,24,False,False,139.1,0.16874999999999998
Presse_B,MARCHE,58.4,4.3,1241.0,1.97,6,False,False,137.12,0.3283333333333333
Pompe_E,MARCHE,53.5,4.12,1404.0,3.07,30,False,False,128.3,0.10233333333333333
Four_D,ARRET,62.5,3.94,0.0,0.31,0,False,False,144.5,
Robot_C,MARCHE,51.3,4.71,1192.0,0.46,22,False,False,124.34,0.02090909090909091
Four_D,MARCHE,65.4,4.29,1408.0,4.98,32,True,False,149.72,0.155625
Pompe_E,MARCHE,61.7,4.24,1360.0,2.88,43,False,False,143.06,0.0669767441860465
Convoyeur_A,MARCHE,66.3,3.86,972.0,3.18,19,True,False,151.33999999999997,0.16736842105263158
Pompe_E,MARCHE,49.7,4.2,1180.0,4.44,17,False,False,121.46000000000001,0.26117647058823534
Pompe_E,MARCHE,51.4,3.23,1019.0,2.22,36,False,False,124.52,0.061666666666666675
Pompe_E,MARCHE,60.5,4.34,1208.0,3.79,12,False,False,140.9,0.31583333333333335
Presse_B,MARCHE,62.4,4.28,1274.0,3.85,9,False,False,144.32,0.4277777777777778
Robot_C,MARCHE,74.6,3.89,1117.0,2.74,4,True,False,166.28,0.685
Convoyeur_A,MARCHE,64.5,4.52,1568.0,3.63,17,False,False,148.1,0.21352941176470588
Convoyeur_A,MARCHE,,3.92,1295.0,3.74,8,False,False,,0.4675
Four_D,MARCHE,42.9,3.89,1142.0,3.84,39,False,False,109.22,0.09846153846153846
Convoyeur_A,MARCHE,57.7,4.11,1080.0,1.84,4,False,False,135.86,0.46
Presse_B,MARCHE,49.2,4.65,1205.0,5.74,39,False,False,120.56,0.14717948717948717
Robot_C,ARRET,61.6,4.28,0.0,0.47,0,False,False,142.88,
Four_D,ARRET,58.2,4.56,0.0,0.35,0,False,False,136.76000000000002,
Presse_B,MARCHE,61.9,3.74,1289.0,4.75,41,False,False,143.42000000000002,0.11585365853658537
Presse_B,ARRET,54.2,4.31,0.0,0.28,0,False,False,129.56,
Presse_B,ARRET,55.2,4.84,0.0,0.32,0,False,False,131.36,
Convoyeur_A,MARCHE,55.4,4.09,1228.0,4.92,27,False,False,131.72,0.18222222222222223
Four_D,MARCHE,53.1,4.59,1302.0,4.12,3,False,False,127.58000000000001,1.3733333333333333
Robot_C,MARCHE,50.0,4.58,1347.0,2.67,17,False,False,122.0,0.15705882352941175
Presse_B,MAINTENANCE,54.7,3.91,0.0,5.79,0,False,False,130.46,
Robot_C,MARCHE,67.5,4.17,1117.0,5.76,45,True,False,153.5,0.128
Presse_B,MAINTENANCE,43.4,3.1,0.0,4.03,0,False,False,110.11999999999999,
Pompe_E,MARCHE,51.0,4.43,1287.0,2.92,2,False,False,123.8,1.46
Convoyeur_A,MAINTENANCE,52.2,3.28,0.0,2.82,0,False,False,125.96000000000001,
Presse_B,ALARME,49.3,3.87,0.0,0.31,0,False,False,120.74,
Four_D,MARCHE,,5.46,952.0,3.0,28,False,True,,0.10714285714285714
Pompe_E,MARCHE,51.1,5.01,828.0,4.12,2,False,True,123.98,2.06
Four_D,ARRET,52.9,3.68,0.0,0.3,0,False,False,127.22,
Convoyeur_A,MARCHE,57.9,3.41,1114.0,2.94,21,False,False,136.22,0.13999999999999999
Pompe_E,MARCHE,49.9,4.7,1158.0,3.47,17,False,False,121.82,0.20411764705882354
Presse_B,MARCHE,42.3,4.58,1318.0,4.01,37,False,False,108.14,0.10837837837837837
Convoyeur_A,MARCHE,47.3,4.18,1199.0,2.11,21,False,False,117.14,0.10047619047619047
Four_D,MARCHE,53.2,4.21,1231.0,1.05,32,False,False,127.76,0.0328125
Convoyeur_A,MARCHE,47.0,4.06,1470.0,4.27,49,False,False,116.6,0.08714285714285713
Presse_B,MARCHE,57.8,4.27,1455.0,5.16,30,False,False,136.04,0.17200000000000001
Convoyeur_A,MARCHE,58.1,4.54,1113.0,4.81,6,False,False,136.57999999999998,0.8016666666666666
Robot_C,ALARME,65.5,4.3,0.0,0.51,0,True,False,149.9,
Convoyeur_A,MARCHE,49.5,5.04,1131.0,5.58,24,False,True,121.1,0.2325
Pompe_E,MARCHE,63.6,4.02,896.0,4.19,31,False,False,146.48,0.13516129032258065
Robot_C,MARCHE,58.0,4.45,900.0,2.49,34,False,False,136.4,0.07323529411764707
Pompe_E,MARCHE,54.9,4.75,1183.0,4.62,19,False,False,130.82,0.2431578947368421
Pompe_E,MARCHE,62.0,3.42,1500.0,3.37,1,False,False,143.6,3.37
Presse_B,ARRET,69.2,3.76,0.0,0.16,0,True,False,156.56,
Robot_C,MARCHE,66.0,4.59,1260.0,2.68,47,True,False,150.8,0.057021276595744685
Presse_B,MARCHE,54.8,4.79,1282.0,3.06,46,False,False,130.64,0.06652173913043478
Convoyeur_A,MARCHE,57.1,3.84,1069.0,1.55,34,False,False,134.78,0.04558823529411765
Pompe_E,MARCHE,68.7,4.97,989.0,2.84,30,True,False,155.66000000000003,0.09466666666666666
Robot_C,ALARME,39.7,3.87,0.0,0.5,0,False,False,103.46000000000001,
Convoyeur_A,MARCHE,50.3,4.52,991.0,2.49,19,False,False,122.53999999999999,0.1310526315789474
Four_D,MARCHE,59.2,4.62,1383.0,4.96,43,False,False,138.56,0.11534883720930232
Four_D,ARRET,54.3,4.99,0.0,0.53,0,False,False,129.74,
Four_D,MARCHE,55.4,3.86,1180.0,2.26,4,False,False,131.72,0.565
Convoyeur_A,MARCHE,62.3,4.37,1350.0,0.02,49,False,False,144.14,0.00040816326530612246
